garden_Plant_ID,,C002,,,C003,,,C004,,,C005,,,C006,,,C007,,,C008,,,C009,,,C010,,,C011,,,C012,,,C013,,,C014,,,C015,,,C016,,,C017,,,C018,,,C019,,,C020,,,C021,,,C022,,,C023,,,C024,,,C025,,,C026,,,C027,,,C028,,,C029,,,C030,,,C031,,,C032,,,C033,,,C034,,,C035,,,C036,,,C037,,,C038,,,C039,,,C040,,,C041,,,C042,,,C043,,,C044,,,C045,,,C046,,,C047,,,C048,,,C049,,,C050,,,C051,,,C052,,,C053,,,C054,,,C055,,,C056,,,C057,,,C058,,,C059,,,C060,,,C061,,,C062,,,C063,,,C064,,,C065,,,C066,,,C067,,,C068,,,C069,,,C070,,,C071,,,C072,,,C073,,,C074,,
294,,3.2238,1914.464,8.84,3.7204,5002.779,23.1,,,,,,,7.3351,823.669,3.8,9.9343,312.497,1.44,,,,,,,,,,,,,,,,13.758,369.473,1.71,,,,,,,14.8314,161.642,0.75,,,,,,,15.8012,573.824,2.65,,,,,,,16.9746,1988.952,9.19,,,,,,,17.7775,2367.628,10.93,17.9452,192.245,0.89,,,,18.5426,168.931,0.78,18.6216,156.349,0.72,,,,18.8714,277.187,1.28,,,,,,,,,,,,,,,,20.5571,166.218,0.77,20.8073,90.218,0.42,21.0388,1505.962,6.96,21.3015,835.215,3.86,21.4559,166.489,0.77,,,,,,,21.7021,2973.446,13.73,21.9257,206.586,0.95,,,,,,,,,,23.115,509.27,2.35,,,,23.4359,136.859,0.63,23.568,95.812,0.44,23.6581,213.04,0.98,23.7324,86.492,0.4,,,,,,,24.0425,127.631,0.59,,,,,,,,,,,,,,,,25.3933,142.398,0.66,,,,25.9654,87.625,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,,,,,3.6815,3055.167,10.21,,,,,,,7.3067,733.641,2.45,9.9282,267.522,0.89,,,,,,,12.1409,2551.138,8.53,,,,,,,13.7429,158.775,0.53,,,,,,,14.8753,3834.343,12.82,,,,,,,15.7981,447.291,1.5,,,,,,,16.9656,1720.49,5.75,,,,,,,17.8177,5286.784,17.67,17.9772,2100.375,7.02,,,,,,,18.5509,383.774,1.28,18.6319,431.92,1.44,18.8822,857.065,2.86,19.3371,125.787,0.42,,,,20.0182,199.7,0.67,,,,,,,,,,20.8477,2056.564,6.87,21.2974,721.175,2.41,,,,21.4601,293.164,0.98,,,,,,,21.6583,630.208,2.11,21.9084,137.044,0.46,,,,,,,,,,23.1174,399.334,1.33,23.2705,116.504,0.39,23.4355,404.6,1.35,,,,,,,23.7341,166.021,0.55,,,,23.8999,61.385,0.21,24.0048,210.284,0.7,,,,,,,,,,,,,,,,,,,,,,25.9647,354.671,1.19,,,,,,,26.6111,121.776,0.41,,,,,,,,,,,,,,,,,,
CT 10,,,,,3.5268,51014.629,70.78,,,,,,,,,,,,,,,,,,,,,,,,,13.239,2542.092,3.53,13.8142,1751.987,2.43,,,,,,,14.9304,2521.655,3.5,,,,,,,15.9779,2112.626,2.93,16.3862,1239.22,1.72,16.7451,2276.931,3.16,17.0211,2343.562,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7263,1861.139,2.58,,,,,,,20.0654,165.98,0.23,,,,,,,,,,21.0661,1693.788,2.35,,,,,,,,,,,,,,,,21.9013,220.284,0.31,22.2921,1164.586,1.62,22.7113,87.437,0.12,22.9692,204.728,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,3.1647,476.824,1.47,3.6857,4785.96,14.73,,,,,,,7.3045,733.915,2.26,9.9345,385.997,1.19,11.5844,284.394,0.88,,,,12.1471,1108.235,3.41,,,,,,,,,,,,,,,,14.8543,1116.295,3.44,,,,,,,15.815,717.856,2.21,16.3893,383.551,1.18,,,,17.0031,2867.525,8.83,,,,,,,17.862,7630.493,23.49,17.9683,306.508,0.94,,,,,,,18.5941,1090.194,3.36,18.6703,699.56,2.15,18.8737,358.031,1.1,,,,19.9213,357.687,1.1,,,,20.0327,195.231,0.6,,,,20.5724,155.947,0.48,20.8271,509.665,1.57,21.217,153.282,0.47,21.3423,2256.568,6.95,21.4564,516.99,1.59,,,,21.6097,196.473,0.6,21.6984,1568.663,4.83,21.9288,235.252,0.72,22.3097,235.082,0.72,,,,,,,23.1119,184.187,0.57,,,,23.4435,167.926,0.52,,,,23.6637,197.448,0.61,23.7424,122.428,0.38,,,,,,,24.012,88.729,0.27,,,,,,,,,,,,,,,,25.3985,103.168,0.32,,,,25.9775,665.354,2.05,,,,,,,26.6189,100.151,0.31,,,,,,,,,,,,,,,,,,
102,,3.1597,568.337,1.86,,,,4.8639,600.072,1.97,,,,,,,,,,,,,,,,,,,12.7026,210.46,0.69,13.1914,1347.065,4.42,13.8099,4211.394,13.81,,,,,,,14.8813,981.824,3.22,,,,15.4007,123.586,0.41,,,,16.3821,150.976,0.5,,,,17.0396,6374.696,20.9,,,,,,,,,,17.9537,227.995,0.75,,,,18.3485,158.508,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.1694,10822.998,35.49,,,,,,,21.5404,86.919,0.29,,,,21.6944,914.264,3,21.9195,314.844,1.03,22.2489,294.082,0.96,22.6615,134.47,0.44,,,,23.1178,179.726,0.59,,,,,,,,,,,,,,,,,,,,,,24.0593,879.186,2.88,,,,,,,,,,25.0716,182.203,0.6,,,,,,,,,,25.9708,166.887,0.55,,,,26.4843,156.525,0.51,26.6172,76.102,0.25,,,,,,,,,,,,,27.478,335.011,1.1,,,
120,,3.1091,585.076,3.32,,,,,,,,,,,,,,,,,,,,,,12.1377,495.41,2.81,,,,13.1812,318.943,1.81,13.7783,1779.763,10.11,14.0867,906.501,5.15,,,,14.8509,976.628,5.55,,,,,,,,,,,,,,,,16.9969,2832.21,16.09,,,,,,,17.7196,917.635,5.21,17.9425,422.198,2.4,,,,18.3963,683.86,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8312,120.193,0.68,21.1106,5183.623,29.45,,,,,,,21.5372,153.359,0.87,,,,21.6783,456.237,2.59,21.9129,193.915,1.1,,,,,,,,,,23.1141,146.484,0.83,,,,,,,23.5994,63.398,0.36,,,,,,,,,,,,,24.047,84.49,0.48,,,,,,,,,,25.0708,55.58,0.32,,,,,,,,,,25.9719,249.899,1.42,,,,26.4836,74.765,0.42,26.6194,129.59,0.74,26.7513,116.195,0.66,,,,,,,,,,,,,,,
135,,,,,3.6809,1215.686,4.4,,,,,,,,,,,,,,,,,,,12.1424,691.879,2.5,,,,13.184,192.716,0.7,13.7789,1354.982,4.9,,,,,,,14.9121,5362.771,19.39,,,,,,,,,,16.3858,134.986,0.49,,,,17.038,5753.872,20.8,,,,,,,17.75,253.452,0.92,17.951,902.054,3.26,,,,,,,18.5507,83.868,0.3,18.6323,88.404,0.32,,,,19.3481,85.228,0.31,,,,,,,,,,,,,,,,20.8873,2059.291,7.45,21.1307,6534.94,23.63,,,,21.4424,353.732,1.28,21.5384,101.755,0.37,21.6064,128.385,0.46,21.6739,161.494,0.58,21.9248,512.417,1.85,,,,,,,,,,23.1459,429.107,1.55,23.2797,77.588,0.28,23.4402,117.6,0.43,,,,,,,23.7358,140.801,0.51,,,,,,,,,,,,,,,,,,,,,,,,,25.4898,139.287,0.5,,,,25.9741,372.57,1.35,,,,26.4878,175.591,0.63,26.6182,116.713,0.42,,,,,,,,,,,,,,,,,,
138,,3.0522,457.876,1.24,3.6772,849.655,2.3,,,,,,,,,,,,,,,,,,,12.1402,372.948,1.01,,,,,,,13.7651,307.254,0.83,14.1444,1511.161,4.09,,,,14.8865,2992.439,8.11,,,,,,,15.8793,1760.535,4.77,16.3881,129.313,0.35,,,,17.041,5491.396,14.88,,,,,,,17.7634,954.275,2.59,,,,18.1709,10302.708,27.91,18.4308,586.041,1.59,18.575,97.643,0.26,18.6517,91.609,0.25,18.97,3350.363,9.08,,,,,,,,,,,,,,,,,,,20.8504,1293.031,3.5,21.039,872.784,2.36,,,,21.4572,269.58,0.73,,,,,,,21.7242,3477.293,9.42,21.9498,455.788,1.23,22.0798,151.69,0.41,,,,,,,23.1671,263.457,0.71,,,,23.4409,70.575,0.19,,,,,,,23.7383,74.943,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9712,115.267,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,3.1595,633.061,1.8,3.6794,3086.591,8.8,,,,,,,7.3044,545.142,1.55,,,,,,,,,,12.1577,2281.717,6.5,,,,13.1792,197.13,0.56,13.773,977.469,2.79,,,,,,,14.9112,5502.897,15.68,,,,,,,15.8093,272.704,0.78,16.3839,181.094,0.52,,,,17.0235,4746.065,13.53,,,,,,,17.7925,2232.258,6.36,17.9612,1101.74,3.14,,,,,,,18.567,442.108,1.26,18.6462,366.913,1.05,18.8771,128.906,0.37,19.3489,111.05,0.32,,,,19.9509,117.84,0.34,20.0373,173.429,0.49,,,,,,,20.8838,2117.48,6.04,21.1151,5493.289,15.66,21.3078,510.066,1.45,21.4595,340.467,0.97,,,,21.6129,120.522,0.34,21.672,375.267,1.07,21.9254,389.993,1.11,,,,22.6745,151.486,0.43,22.9861,106.909,0.3,23.1248,411.895,1.17,23.2804,114.33,0.33,23.4434,295.598,0.84,,,,,,,23.7412,146.745,0.42,,,,,,,24.0119,125.328,0.36,,,,,,,,,,,,,,,,25.3967,70.696,0.2,,,,25.9725,380.452,1.08,,,,,,,26.6184,148.499,0.42,,,,,,,,,,,,,,,,,,
183,,3.1592,645.306,2.27,3.6758,1001.024,3.52,,,,,,,,,,,,,,,,,,,12.1475,1483.017,5.22,,,,13.179,309.665,1.09,13.7861,2256.239,7.94,,,,,,,14.9117,5851.992,20.59,,,,,,,15.7845,155.749,0.55,,,,,,,16.9615,422.614,1.49,,,,,,,17.752,626.762,2.21,17.9478,799.999,2.82,,,,,,,18.5583,321.968,1.13,18.6383,309.907,1.09,18.8805,193.373,0.68,19.3473,108.682,0.38,,,,,,,20.0487,169.999,0.6,,,,,,,20.8905,1806.906,6.36,21.1419,7980.465,28.09,,,,21.4492,368.3,1.3,21.5392,102.048,0.36,21.6062,64.199,0.23,21.679,1136.424,4,21.9211,75.952,0.27,,,,,,,,,,23.1242,334.109,1.18,23.2786,75.012,0.26,23.4415,198.772,0.7,,,,,,,23.7409,159.036,0.56,,,,,,,24.0486,86.54,0.3,,,,,,,,,,,,,,,,25.3983,135.096,0.48,,,,25.9715,251.224,0.88,,,,26.4858,89.003,0.31,26.6213,324.12,1.14,,,,,,,,,,,,,,,,,,
185,,3.1243,640.03,3.06,3.6837,982.661,4.7,,,,,,,,,,,,,,,,,,,12.1432,630.767,3.02,,,,13.1874,305.323,1.46,13.787,1587.405,7.59,14.1278,408.533,1.95,,,,14.89,3409.616,16.3,,,,,,,,,,16.3378,122.22,0.58,,,,16.9619,153.006,0.73,,,,,,,17.7292,980.656,4.69,17.9677,1420.273,6.79,,,,18.3989,553.21,2.64,18.5609,207.04,0.99,18.6415,195.498,0.93,,,,,,,,,,,,,20.0442,250.496,1.2,,,,,,,20.8043,364.639,1.74,21.2336,86.932,0.42,,,,21.4297,180.478,0.86,,,,,,,21.6812,445.231,2.13,,,,,,,,,,,,,,,,23.2815,79.811,0.38,23.4448,244.378,1.17,,,,,,,23.7412,100.429,0.48,,,,,,,24.0127,50.947,0.24,,,,,,,,,,25.0755,135.551,0.65,,,,,,,,,,25.9776,474.457,2.27,,,,,,,26.6236,270.008,1.29,26.7549,227.232,1.09,,,,,,,,,,,,,,,
186,,3.1006,321.604,0.96,3.6888,1808.072,5.39,,,,,,,7.3299,596.677,1.78,9.9427,290.353,0.87,,,,,,,12.1544,1210.724,3.61,,,,13.1913,455.517,1.36,13.8009,2734.274,8.15,14.1371,692.692,2.06,,,,14.8894,3258.512,9.71,,,,,,,,,,,,,,,,16.9863,1658.795,4.94,,,,,,,17.7672,2005.001,5.98,17.9926,2311.697,6.89,,,,18.426,1110.826,3.31,18.5732,193.837,0.58,18.6514,166.876,0.5,,,,19.3567,97.569,0.29,,,,,,,20.0625,185.229,0.55,,,,,,,20.9001,1558.06,4.64,21.1574,8474.887,25.26,,,,21.4285,210.399,0.63,21.546,196.386,0.59,,,,21.6774,308.979,0.92,21.9213,114.881,0.34,22.3558,118.505,0.35,,,,,,,23.159,112.175,0.33,23.2857,93.077,0.28,23.4495,332.261,0.99,,,,,,,23.7446,146.257,0.44,,,,,,,24.017,98.271,0.29,,,,,,,,,,25.075,71.393,0.21,,,,25.4024,76.562,0.23,,,,25.9805,538.938,1.61,,,,26.4891,151.639,0.45,26.6262,256.605,0.76,26.7574,355.642,1.06,26.916,131.026,0.39,,,,,,,,,,,,
209,,3.1335,504.766,1.75,3.682,1362.941,4.72,4.8741,149.26,0.52,,,,,,,,,,,,,,,,12.1501,1516.965,5.25,,,,13.1843,224.486,0.78,13.7845,1626.795,5.63,,,,,,,14.8489,664.406,2.3,,,,15.4087,155.443,0.54,15.8008,261.778,0.91,16.3858,160.001,0.55,,,,17.035,5573.295,19.3,,,,,,,17.8337,5132.827,17.78,17.9608,401.856,1.39,,,,,,,18.5703,424.784,1.47,18.652,454.485,1.57,18.8674,224.498,0.78,19.441,181.062,0.63,,,,,,,,,,,,,,,,20.8403,188.75,0.65,21.1141,5066.406,17.55,21.2976,126.154,0.44,21.4301,253.231,0.88,21.5936,97.82,0.34,,,,21.6748,436.565,1.51,21.9162,195.945,0.68,22.2415,186.298,0.65,,,,,,,,,,,,,23.4418,145.289,0.5,,,,,,,23.7441,143.537,0.5,,,,23.912,228.276,0.79,24.0158,107.743,0.37,,,,,,,,,,,,,,,,25.4932,172.646,0.6,,,,25.9764,356.181,1.23,,,,26.4852,199.356,0.69,26.6183,135.84,0.47,,,,,,,,,,,,,27.4656,161.611,0.56,,,
216,,3.0705,176.454,0.63,3.6792,1084.882,3.86,,,,5.0531,534.346,1.9,,,,,,,,,,,,,,,,,,,,,,13.7612,479.171,1.71,,,,,,,14.8398,475.139,1.69,,,,,,,15.8364,742.025,2.64,,,,,,,16.9738,1394.428,4.97,,,,,,,17.7598,301.588,1.07,,,,18.2102,15518.994,55.27,,,,18.5718,75.219,0.27,,,,18.9206,1624.237,5.78,,,,,,,,,,,,,20.3555,176.171,0.63,,,,20.8232,203.853,0.73,21.0544,1668.86,5.94,,,,,,,,,,,,,21.687,1621.671,5.77,21.9232,104.834,0.37,22.0733,179.901,0.64,,,,,,,23.1188,436.274,1.55,,,,,,,,,,,,,,,,,,,,,,24.0468,126.23,0.45,,,,,,,,,,,,,,,,25.3957,91.655,0.33,,,,25.9708,330.401,1.18,,,,,,,26.6165,189.303,0.67,,,,,,,,,,,,,,,,,,
245,,3.0872,572.632,1.74,3.6844,1927.924,5.85,,,,,,,,,,,,,,,,,,,12.1542,1566.717,4.76,,,,13.1853,424.963,1.29,13.7931,2523.562,7.66,14.1478,770.19,2.34,,,,14.9156,5225.771,15.87,,,,,,,,,,,,,,,,16.969,794.735,2.41,,,,,,,17.7695,2237.278,6.79,17.9813,1876.797,5.7,,,,18.4328,1288.445,3.91,18.5747,338.695,1.03,18.653,304.874,0.93,,,,19.355,127.942,0.39,,,,,,,20.0527,199.667,0.61,,,,,,,20.8805,1471.517,4.47,21.1349,6723.435,20.42,,,,21.4383,207.628,0.63,21.5421,93.542,0.28,,,,21.6861,587.005,1.78,21.9198,67.7,0.21,,,,,,,,,,23.1554,103.755,0.32,23.2816,87.449,0.27,23.443,157.643,0.48,,,,,,,23.7426,133.599,0.41,,,,,,,24.0526,291.995,0.89,,,,,,,,,,,,,,,,,,,,,,25.9781,699.492,2.12,,,,,,,26.6204,145.025,0.44,26.7539,213.857,0.65,,,,,,,,,,,,,,,
248,,3.213,1544.525,4.27,3.7121,4550.618,12.57,,,,,,,7.3363,892.872,2.47,9.9513,429.9,1.19,,,,,,,12.1562,462.124,1.28,,,,13.1978,212.427,0.59,13.786,421.737,1.16,,,,,,,14.859,525.8,1.45,,,,,,,15.8288,990.42,2.74,16.4018,361.781,1,,,,16.9782,687.552,1.9,,,,,,,17.8751,7799.063,21.54,17.9808,381.596,1.05,,,,,,,18.5863,434.221,1.2,18.6634,388.259,1.07,18.9373,1758.143,4.86,,,,,,,19.965,211.964,0.59,20.0502,139.366,0.38,,,,20.6166,183.687,0.51,20.8619,300.884,0.83,21.1325,5645.62,15.59,21.3451,1612.543,4.45,21.4687,491.127,1.36,21.5576,191.689,0.53,21.624,149.772,0.41,21.7287,3008.066,8.31,21.9468,211.413,0.58,,,,22.6746,166.88,0.46,,,,,,,23.2904,82.064,0.23,23.459,474.486,1.31,23.5835,82.624,0.23,23.6704,182.469,0.5,23.7547,320.215,0.88,,,,,,,24.0215,148.077,0.41,,,,,,,,,,,,,,,,25.4081,139.474,0.39,,,,25.9827,375.216,1.04,,,,,,,26.6274,98.382,0.27,,,,,,,,,,,,,,,,,,
262,,3.2313,1550.725,4.54,3.6802,5164.424,15.12,,,,,,,7.3052,559.852,1.64,9.9335,246.204,0.72,,,,,,,12.1547,2444.74,7.16,,,,,,,13.7646,506.794,1.48,,,,,,,14.8813,3230.24,9.46,,,,,,,15.8123,561.982,1.65,,,,,,,16.9791,1590.29,4.66,,,,,,,17.8393,5796.727,16.98,17.9663,660.632,1.93,,,,18.4235,115.202,0.34,18.5924,1197.95,3.51,18.6759,993.653,2.91,18.8808,355.785,1.04,,,,,,,19.9404,215.519,0.63,20.0358,218.181,0.64,,,,,,,20.8441,1015.318,2.97,21.2087,89.144,0.26,21.3108,786.801,2.3,21.4637,348.412,1.02,,,,,,,21.6819,1317.851,3.86,21.9233,136.018,0.4,22.3349,166.919,0.49,,,,,,,23.1176,484.808,1.42,23.2801,76.386,0.22,23.4428,258.537,0.76,,,,23.6658,111.981,0.33,23.7414,145.218,0.43,,,,,,,24.0124,110.829,0.32,,,,,,,,,,,,,,,,25.3959,90.791,0.27,,,,25.9763,772.96,2.26,,,,26.4885,183.975,0.54,26.6188,243.508,0.71,,,,,,,,,,,,,,,,,,
265,,3.1329,630.912,3.24,,,,,,,,,,,,,,,,,,,,,,12.1398,498.77,2.56,,,,13.179,327.913,1.68,13.7767,1082.522,5.55,,,,,,,14.8558,1580.821,8.11,,,,15.4085,117.123,0.6,,,,16.3857,162.708,0.83,,,,17.0338,5697.307,29.22,,,,,,,17.7464,124.02,0.64,17.95,953.683,4.89,,,,,,,18.5528,132.261,0.68,18.6316,110.256,0.57,,,,19.4433,187.091,0.96,,,,,,,,,,,,,,,,20.8299,240.961,1.24,21.1008,4801.104,24.62,,,,21.4255,132.491,0.68,21.5328,214.181,1.1,,,,21.6718,329.971,1.69,21.9175,459.022,2.35,22.2399,219.839,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0482,127.334,0.65,,,,,,,24.9608,98.27,0.5,,,,,,,,,,,,,25.9777,620.829,3.18,,,,,,,26.6234,374.685,1.92,,,,,,,,,,,,,,,,,,
267,,3.1215,717.955,3.58,,,,,,,,,,,,,,,,,,,,,,12.1391,415.378,2.07,,,,13.1824,276.147,1.38,13.7671,364.308,1.81,,,,,,,14.8435,496.739,2.47,,,,15.4081,143.691,0.72,,,,16.3865,134.239,0.67,,,,17.0285,5216.76,25.98,,,,,,,,,,17.9467,431.482,2.15,,,,,,,,,,,,,,,,19.5973,515.177,2.57,,,,,,,,,,20.3577,915.387,4.56,,,,,,,21.0405,1009.632,5.03,,,,,,,21.5363,151.898,0.76,,,,21.6752,347.058,1.73,21.9191,352.846,1.76,22.2363,92.025,0.46,22.6404,132.154,0.66,,,,23.174,469.301,2.34,,,,,,,,,,,,,,,,23.821,486.635,2.42,,,,24.0509,96.929,0.48,,,,,,,24.9705,229.758,1.14,25.0411,235.182,1.17,,,,25.547,4613.57,22.98,25.8289,65.313,0.33,25.9956,1252.385,6.24,26.355,62.371,0.31,,,,26.6277,573.712,2.86,,,,,,,,,,,,,,,,,,
271,,3.0646,490.776,1.88,3.6814,1641.392,6.29,,,,,,,,,,,,,,,,,,,12.1357,537.757,2.06,,,,,,,,,,14.1146,538.443,2.06,,,,14.8668,2032.961,7.79,,,,,,,15.8248,533.85,2.04,,,,,,,16.9834,1856.693,7.11,,,,,,,17.7513,790.893,3.03,,,,18.1669,10512.86,40.27,18.4189,448.438,1.72,18.5679,72.941,0.28,,,,18.9148,1453.145,5.57,,,,,,,,,,,,,,,,,,,20.8298,718.316,2.75,21.0223,519.348,1.99,,,,21.4468,188.124,0.72,,,,,,,21.6943,1842.457,7.06,21.925,154.814,0.59,22.0723,97.87,0.37,,,,,,,23.1222,469.976,1.8,23.2769,93.507,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.396,67.906,0.26,,,,25.9689,219.999,0.84,,,,,,,26.6161,108.713,0.42,,,,,,,,,,,,,,,,,,
273,,3.2438,305.288,1.22,3.6786,4355.378,17.36,,,,,,,7.3076,769.798,3.07,9.9267,364.784,1.45,11.5824,216.732,0.86,,,,12.1366,731.604,2.92,,,,,,,13.7633,298.898,1.19,,,,,,,14.8431,643.786,2.57,,,,,,,15.8089,777.887,3.1,,,,,,,,,,,,,,,,17.836,5726.418,22.83,17.9527,183.864,0.73,,,,,,,18.5783,785.054,3.13,18.6537,499.764,1.99,18.8802,439.519,1.75,,,,,,,19.9315,308.244,1.23,20.0351,238.897,0.95,,,,20.5808,190.066,0.76,20.8227,156.49,0.62,21.2159,109.217,0.44,21.3269,1461.238,5.83,21.4586,387.859,1.55,,,,21.6162,106.546,0.42,21.7077,2437.494,9.72,,,,,,,,,,,,,23.1183,248.319,0.99,23.2808,96.164,0.38,23.4456,322.949,1.29,,,,23.6622,153.68,0.61,23.7436,220.609,0.88,,,,,,,24.0121,109.668,0.44,,,,,,,,,,,,,,,,,,,,,,25.9714,191.481,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,3.0504,891.755,2.57,,,,,,,,,,,,,,,,,,,,,,12.1456,816.821,2.35,12.7135,175.634,0.51,13.1882,649.167,1.87,13.809,3733.898,10.74,,,,,,,14.8574,1024.611,2.95,,,,15.4078,165.859,0.48,,,,16.3922,284.479,0.82,,,,17.0622,8054.577,23.17,,,,,,,,,,17.9565,767.44,2.21,,,,18.354,188.923,0.54,,,,,,,19.0352,117.902,0.34,19.49,130.854,0.38,,,,,,,,,,20.3412,172.68,0.5,,,,20.8935,149.289,0.43,21.1902,12823.044,36.89,,,,,,,21.554,151.987,0.44,,,,21.6995,986.738,2.84,21.9329,610.961,1.76,22.2549,351.954,1.01,,,,,,,,,,,,,,,,,,,,,,,,,23.8071,64.245,0.18,,,,24.0523,153.581,0.44,,,,,,,,,,,,,,,,25.5008,329.497,0.95,,,,25.9851,972.35,2.8,,,,26.487,121.74,0.35,26.6251,370.134,1.06,,,,,,,,,,,,,,,,,,
291,,3.0654,427.964,2.71,3.6876,986.06,6.23,,,,,,,,,,,,,,,,,,,12.1564,2255.33,14.26,,,,,,,,,,14.0991,673.214,4.26,,,,14.8495,848.354,5.36,,,,,,,,,,,,,,,,17.0092,3662.657,23.15,,,,,,,17.7674,1885.827,11.92,17.9502,399.822,2.53,,,,18.3986,702.759,4.44,18.555,133.842,0.85,18.6324,88.38,0.56,,,,,,,,,,,,,,,,,,,,,,20.8082,214.254,1.35,,,,,,,21.419,173.908,1.1,,,,,,,21.6581,129.977,0.82,21.9118,263.297,1.66,,,,,,,,,,23.1166,148.208,0.94,,,,23.4389,86.269,0.55,,,,,,,23.7412,62.322,0.39,,,,,,,24.0117,73.533,0.46,,,,,,,,,,,,,,,,,,,,,,25.9777,745.061,4.71,,,,,,,26.6205,229.147,1.45,26.7527,283.015,1.79,26.9139,108.354,0.68,,,,,,,,,,,,
293,,3.0499,872.581,3.57,3.6779,1069.941,4.38,,,,,,,,,,,,,,,,,,,12.143,1051.229,4.3,,,,13.1812,473.061,1.94,13.7734,1014.69,4.15,,,,,,,14.8546,1555.498,6.37,,,,,,,15.7895,170.946,0.7,16.3831,130.253,0.53,,,,17.0247,4848.785,19.85,,,,,,,17.7941,2555.644,10.46,17.9518,525.089,2.15,,,,,,,18.5581,297.426,1.22,18.6363,231.765,0.95,18.8613,149.442,0.61,,,,,,,,,,20.0317,124.285,0.51,,,,,,,20.7842,412.306,1.69,21.1047,4932.153,20.19,,,,21.4368,278.351,1.14,21.5304,108.157,0.44,21.5982,68.007,0.28,21.6728,378.289,1.55,21.9169,376.995,1.54,22.2456,167.861,0.69,,,,,,,23.1178,449.662,1.84,,,,,,,,,,,,,,,,,,,,,,24.0475,69.454,0.28,,,,,,,,,,,,,,,,25.4904,106.799,0.44,,,,25.9822,1144.079,4.68,26.3481,62.556,0.26,26.4852,125.063,0.51,26.6232,517.231,2.12,,,,,,,,,,,,,,,,,,
305,,3.0517,349.638,0.86,3.6827,1636.723,4.01,,,,,,,,,,,,,,,,,,,12.1703,3609.533,8.85,,,,13.1799,285.61,0.7,13.7764,1183.057,2.9,,,,,,,14.9688,11566.116,28.37,,,,,,,,,,16.3891,140.543,0.34,,,,17.0363,5728.778,14.05,17.153,196.216,0.48,,,,17.7632,623.735,1.53,17.9749,1965.687,4.82,,,,,,,18.5862,934.912,2.29,18.6694,841.333,2.06,,,,19.3607,277.387,0.68,,,,,,,20.0414,182.917,0.45,,,,,,,20.8846,2417.533,5.93,21.1101,5130.114,12.58,,,,21.4603,370.356,0.91,,,,,,,21.6693,74.768,0.18,21.9269,444.618,1.09,22.3482,90.536,0.22,,,,,,,23.1273,356.318,0.87,23.2835,188.483,0.46,23.4516,676.777,1.66,,,,,,,23.7471,384.31,0.94,,,,,,,24.0134,205.161,0.5,,,,,,,,,,,,,,,,25.4896,140.72,0.35,,,,,,,,,,,,,26.6174,111.751,0.27,,,,,,,,,,,,,,,,,,
314,,3.129,1009.08,3.97,3.6712,2122.798,8.35,,,,,,,,,,,,,,,,,,,12.1516,1743.618,6.86,,,,13.1806,191.108,0.75,13.7734,839.578,3.3,,,,,,,14.8737,2646.591,10.41,,,,15.4102,158.764,0.62,,,,16.3883,150.867,0.59,,,,17.0478,6966.095,27.39,,,,,,,17.7496,220.979,0.87,17.9564,1187.527,4.67,,,,,,,18.5582,232.853,0.92,18.6365,208.514,0.82,,,,,,,,,,,,,20.0315,122.594,0.48,,,,,,,20.8438,759.975,2.99,21.0893,3765.339,14.81,,,,21.428,242.787,0.95,21.5314,83.746,0.33,21.5986,64.783,0.25,21.6737,508.413,2,21.918,389.693,1.53,22.2407,147.795,0.58,,,,,,,23.1517,153.257,0.6,23.2793,71.961,0.28,23.4408,141.126,0.55,,,,,,,23.7384,111.771,0.44,,,,,,,24.05,207.399,0.82,,,,,,,,,,,,,,,,25.4915,83.136,0.33,,,,25.9732,190.052,0.75,,,,26.4853,101.493,0.4,26.62,164.39,0.65,,,,,,,,,,,,,27.4454,74.26,0.29,,,
